type	id	guardian	time	unixtime	weekday	weekday_num	hour	day_night	seek	location
chainsaw	ed7f84df28eb-2015-02-08T05-39-08	ed7f84df28eb	2015-02-08T05:39:44.000Z	1423373984	Sun	7	6	day	0:36	ed7f84df28eb-2015-02-08T05-39-08.wav
chainsaw	ed7f84df28eb-2015-02-08T05-39-08	ed7f84df28eb	2015-02-08T05:40:56.000Z	1423374056	Sun	7	6	day	1:48	ed7f84df28eb-2015-02-08T05-39-08.wav
chainsaw	ed7f84df28eb-2015-02-08T05-39-08	ed7f84df28eb	2015-02-08T05:41:03.000Z	1423374063	Sun	7	6	day	1:55	ed7f84df28eb-2015-02-08T05-39-08.wav
chainsaw	ed7f84df28eb-2015-02-08T05-39-08	ed7f84df28eb	2015-02-08T05:42:16.000Z	1423374136	Sun	7	6	day	3:08	ed7f84df28eb-2015-02-08T05-39-08.wav
chainsaw	ed7f84df28eb-2015-02-08T05-45-09	ed7f84df28eb	2015-02-08T05:49:10.000Z	1423374550	Sun	7	6	day	4:01	ed7f84df28eb-2015-02-08T05-45-09.wav
chainsaw	ed7f84df28eb-2015-02-08T05-57-10	ed7f84df28eb	2015-02-08T05:57:53.000Z	1423375073	Sun	7	6	day	0:43	ed7f84df28eb-2015-02-08T05-57-10.wav
chainsaw	ed7f84df28eb-2015-02-08T06-03-11	ed7f84df28eb	2015-02-08T06:03:52.000Z	1423375432	Sun	7	7	day	0:41	ed7f84df28eb-2015-02-08T06-03-11.wav
chainsaw	ed7f84df28eb-2015-02-08T06-03-11	ed7f84df28eb	2015-02-08T06:04:11.000Z	1423375451	Sun	7	7	day	1:00	ed7f84df28eb-2015-02-08T06-03-11.wav
chainsaw	ed7f84df28eb-2015-02-08T06-15-13	ed7f84df28eb	2015-02-08T06:18:55.000Z	1423376335	Sun	7	7	day	3:42	ed7f84df28eb-2015-02-08T06-15-13.wav
chainsaw	ed7f84df28eb-2015-02-08T06-21-13	ed7f84df28eb	2015-02-08T06:24:42.000Z	1423376682	Sun	7	7	day	3:29	ed7f84df28eb-2015-02-08T06-21-13.wav
